1 256
2 512
4 1024
8 2048
16 4096
32 8192
64 16384
128 32768
256 65536
512 131072
1024 262144
2048 524288
4096 1048576
8192 2097152
16384 4194304
32768 8388608
65536 16777216
131072 33554432
262144 67108864
524288 134217728
1048576 268435456
2097152 536870912
4194304 1073741824
8388608 2147483648
16777216 4294967296
33554432 8589934592
67108864 17179869184
134217728 34359738368
268435456 68719476736
536870912 137438953472
1073741824 274877906944
2147483648 549755813888
4294967296 1099511627776
8589934592 2199023255552
17179869184 4398046511104
34359738368 8796093022208
68719476736 17592186044416
137438953472 35184372088832
274877906944 70368744177664
549755813888 140737488355328
1099511627776 281474976710656
2199023255552 562949953421312
4398046511104 1125899906842624
8796093022208 2251799813685248
17592186044416 4503599627370496
35184372088832 9007199254740992
70368744177664 18014398509481984
140737488355328 36028797018963968
281474976710656 72057594037927936
562949953421312 144115188075855872
1125899906842624 288230376151711744
2251799813685248 576460752303423488
4503599627370496 1152921504606846976
9007199254740992 2305843009213693952
18014398509481984 4611686018427387904
36028797018963968 9223372036854775808
72057594037927936 0
144115188075855872 0
288230376151711744 0
576460752303423488 0
1152921504606846976 0
2305843009213693952 0
4611686018427387904 0
9223372036854775808 0
