1 132096
2 329728
4 659712
8 1319424
16 2638848
32 5277696
64 10489856
128 4202496
256 33816580
512 84410376
1024 168886289
2048 337772578
4096 675545156
8192 1351090312
16384 2685403152
32768 1075839008
65536 8657044482
131072 21609056261
262144 43234889994
524288 86469779988
1048576 172939559976
2097152 345879119952
4194304 687463207072
8388608 275414786112
16777216 2216203387392
33554432 5531918402816
67108864 11068131838464
134217728 22136263676928
268435456 44272527353856
536870912 88545054707712
1073741824 175990581010432
2147483648 70506185244672
4294967296 567348067172352
8589934592 1416171111120896
17179869184 2833441750646784
34359738368 5666883501293568
68719476736 11333767002587136
137438953472 22667534005174272
274877906944 45053588738670592
549755813888 18049583422636032
1099511627776 145241105196122112
2199023255552 362539804446949376
4398046511104 725361088165576704
8796093022208 1450722176331153408
17592186044416 2901444352662306816
35184372088832 5802888705324613632
70368744177664 11533718717099671552
140737488355328 4620693356194824192
281474976710656 288234782788157440
562949953421312 576469569871282176
1125899906842624 1224997833292120064
2251799813685248 2449995666584240128
4503599627370496 4899991333168480256
9007199254740992 9799982666336960512
18014398509481984 1152939783987658752
36028797018963968 2305878468463689728
72057594037927936 1128098930098176
144115188075855872 2257297371824128
288230376151711744 4796069720358912
576460752303423488 9592139440717824
1152921504606846976 19184278881435648
2305843009213693952 38368557762871296
4611686018427387904 4679521487814656
9223372036854775808 9077567998918656
