1 0
2 0
4 0
8 0
16 0
32 0
64 0
128 0
256 2
512 5
1024 10
2048 20
4096 40
8192 80
16384 160
32768 64
65536 512
131072 1280
262144 2560
524288 5120
1048576 10240
2097152 20480
4194304 40960
8388608 16384
16777216 131072
33554432 327680
67108864 655360
134217728 1310720
268435456 2621440
536870912 5242880
1073741824 10485760
2147483648 4194304
4294967296 33554432
8589934592 83886080
17179869184 167772160
34359738368 335544320
68719476736 671088640
137438953472 1342177280
274877906944 2684354560
549755813888 1073741824
1099511627776 8589934592
2199023255552 21474836480
4398046511104 42949672960
8796093022208 85899345920
17592186044416 171798691840
35184372088832 343597383680
70368744177664 687194767360
140737488355328 274877906944
281474976710656 2199023255552
562949953421312 5497558138880
1125899906842624 10995116277760
2251799813685248 21990232555520
4503599627370496 43980465111040
9007199254740992 87960930222080
18014398509481984 175921860444160
36028797018963968 70368744177664
72057594037927936 562949953421312
144115188075855872 1407374883553280
288230376151711744 2814749767106560
576460752303423488 5629499534213120
1152921504606846976 11258999068426240
2305843009213693952 22517998136852480
4611686018427387904 45035996273704960
9223372036854775808 18014398509481984
