1 0
2 0
4 0
8 0
16 0
32 0
64 0
128 0
256 1
512 2
1024 4
2048 8
4096 16
8192 32
16384 64
32768 128
65536 256
131072 512
262144 1024
524288 2048
1048576 4096
2097152 8192
4194304 16384
8388608 32768
16777216 65536
33554432 131072
67108864 262144
134217728 524288
268435456 1048576
536870912 2097152
1073741824 4194304
2147483648 8388608
4294967296 16777216
8589934592 33554432
17179869184 67108864
34359738368 134217728
68719476736 268435456
137438953472 536870912
274877906944 1073741824
549755813888 2147483648
1099511627776 4294967296
2199023255552 8589934592
4398046511104 17179869184
8796093022208 34359738368
17592186044416 68719476736
35184372088832 137438953472
70368744177664 274877906944
140737488355328 549755813888
281474976710656 1099511627776
562949953421312 2199023255552
1125899906842624 4398046511104
2251799813685248 8796093022208
4503599627370496 17592186044416
9007199254740992 35184372088832
18014398509481984 70368744177664
36028797018963968 140737488355328
72057594037927936 281474976710656
144115188075855872 562949953421312
288230376151711744 1125899906842624
576460752303423488 2251799813685248
1152921504606846976 4503599627370496
2305843009213693952 9007199254740992
4611686018427387904 18014398509481984
9223372036854775808 36028797018963968
