1 512
2 1280
4 2560
8 5120
16 10240
32 20480
64 40960
128 16384
256 131072
512 327680
1024 655360
2048 1310720
4096 2621440
8192 5242880
16384 10485760
32768 4194304
65536 33554432
131072 83886080
262144 167772160
524288 335544320
1048576 671088640
2097152 1342177280
4194304 2684354560
8388608 1073741824
16777216 8589934592
33554432 21474836480
67108864 42949672960
134217728 85899345920
268435456 171798691840
536870912 343597383680
1073741824 687194767360
2147483648 274877906944
4294967296 2199023255552
8589934592 5497558138880
17179869184 10995116277760
34359738368 21990232555520
68719476736 43980465111040
137438953472 87960930222080
274877906944 175921860444160
549755813888 70368744177664
1099511627776 562949953421312
2199023255552 1407374883553280
4398046511104 2814749767106560
8796093022208 5629499534213120
17592186044416 11258999068426240
35184372088832 22517998136852480
70368744177664 45035996273704960
140737488355328 18014398509481984
281474976710656 144115188075855872
562949953421312 360287970189639680
1125899906842624 720575940379279360
2251799813685248 1441151880758558720
4503599627370496 2882303761517117440
9007199254740992 5764607523034234880
18014398509481984 11529215046068469760
36028797018963968 4611686018427387904
72057594037927936 0
144115188075855872 0
288230376151711744 0
576460752303423488 0
1152921504606846976 0
2305843009213693952 0
4611686018427387904 0
9223372036854775808 0
