1 18428906217826189953
2 18437825145767870784
4 18406396550208102432
8 18390542064695644176
16 18382614274322728968
32 18378650374858081284
64 18376667877509071362
128 18375536441101992321
256 13907045970195547266
512 16212923818971513409
1024 8142350518772179232
2048 4107063321064181776
4096 2089419720071055368
8192 1080597919557780484
16384 576187017162015362
32768 287952221336838465
65536 11583539444389546116
131072 5827939256702092354
262144 12137481855085847073
524288 6068881115283853584
1048576 3034580745374500872
2097152 1517430560419759236
4194304 722826670915068482
8388608 361412783554236705
16777216 10421541742416269448
33554432 5210912158452303940
67108864 2641485423861834786
134217728 10544115296394056209
268435456 5272058195805358472
536870912 2600000848492045380
1073741824 1299860234365964834
2147483648 649930115027110161
4294967296 9840541936589512848
8589934592 4920271520198053960
17179869184 2460276499726510116
34359738368 1266167049021314194
68719476736 9820426766485563977
137438953472 4910072647893521700
274877906944 2455035776330041874
549755813888 1227517888156599561
1099511627776 9550042029946290336
2199023255552 4775021017129017424
4398046511104 2387511058328678568
8796093022208 1157867469642086484
17592186044416 614821794360007722
35184372088832 9530782384287321621
70368744177664 4765391190004533002
140737488355328 2382695595002233605
281474976710656 9404792076610109376
562949953421312 4702396038313476064
1125899906842624 2315169224285290352
2251799813685248 1157444424410136376
4503599627370496 578862399937642268
9007199254740992 325459994840334094
18014398509481984 9386102034266586887
36028797018963968 4693051017133293315
72057594037927936 9332167099941961983
144115188075855872 4630054752952049919
288230376151711744 2314886638996058367
576460752303423488 1157442771889699071
1152921504606846976 578721933553179903
2305843009213693952 289501704256556799
4611686018427387904 180779649147209727
9223372036854775808 9313761861428380671
