1 9241421688590303745
2 36099303471056130
4 141012904249860
8 550848566280
16 6480472080
32 1108177604640
64 283691315142720
128 72624976668147840
256 4620710844295151874
512 9241421688590369285
1024 36099303487964170
2048 141017232967700
4096 1659000852520
8192 283693466787920
16384 72624976676536480
32768 145249953336295488
65536 2310355422147576324
131072 4620710844311930120
262144 9241421692918827537
524288 36100411639731234
1048576 424704218245188
2097152 72625527497707656
4194304 145249955483787280
8388608 290499906672541728
16777216 1155177711073887240
33554432 2310355426442807312
67108864 4620711952397242656
134217728 9241705379771195969
268435456 108724279870768258
536870912 145390965703608324
1073741824 290500456430440456
2147483648 580999813332475920
4294967296 577588855562307600
8589934592 1155178810653020192
17179869184 2310639096282816576
34359738368 4693335786603561344
68719476736 9386671573207122433
137438953472 326599072704627714
274877906944 581140551354550276
549755813888 1161999623437422600
1099511627776 288794434274332704
2199023255552 577870347820343360
4398046511104 1227798289695391872
8796093022208 2455596579390849024
17592186044416 4911193158781632768
35184372088832 9822386317546488321
70368744177664 1198028557088457730
140737488355328 2323998420627359748
281474976710656 144398879390965824
562949953421312 360856452331487360
1125899906842624 721712908957941760
2251799813685248 1443425817932595200
4503599627370496 2886851635848478720
9007199254740992 5773703267401990400
18014398509481984 11547405435292353025
36028797018963968 4647785321898443778
72057594037927936 72624976668147840
144115188075855872 145531428313006080
288230376151711744 291063956137574400
576460752303423488 582127916553338880
1152921504606846976 1164255828828487680
2305843009213693952 2328510558145413120
4611686018427387904 4656739641314115840
9223372036854775808 9241421688590303745
