1 72340172838076927
2 144680345676153599
4 289360691352306943
8 578721382704613631
16 1157442765409227007
32 2314885530818453759
64 4629771061636907263
128 9259542123273814271
256 72340172838141697
512 144680345676218114
1024 289360691352370948
2048 578721382704676616
4096 1157442765409287952
8192 2314885530818510624
16384 4629771061636955968
32768 9259542123273846656
65536 72340172854722817
131072 144680345692733954
262144 289360691368756228
524288 578721382720800776
1048576 1157442765424889872
2097152 2314885530833068064
4194304 4629771061649424448
8388608 9259542123282137216
16777216 72340177099489537
33554432 144680349920788994
67108864 289360695563387908
134217728 578721386848585736
268435456 1157442769418981392
536870912 2314885534559772704
1073741824 4629771064841355328
2147483648 9259542125404520576
4294967296 72341263759769857
8589934592 144681432302879234
17179869184 289361769389097988
34359738368 578722443561535496
68719476736 1157443791906410512
137438953472 2314886488596160544
274877906944 4629771881975660608
549755813888 9259542668734660736
1099511627776 72619448791531777
2199023255552 144958522117980674
4398046511104 289636668770878468
8796093022208 578992962076674056
17592186044416 1157705548688265232
35184372088832 2315130721911447584
70368744177664 4629981068357812288
140737488355328 9259681761250541696
281474976710656 143834816922583297
562949953421312 215893514783949314
1125899906842624 360010910506681348
2251799813685248 648245701952145416
4503599627370496 1224715284843073552
9007199254740992 2377654450624929824
18014398509481984 4683532782188642368
36028797018963968 9295289445316067456
72057594037927936 18374969058471772417
144115188075855872 18375251637271921154
288230376151711744 18375816794872218628
576460752303423488 18376947110072813576
1152921504606846976 18379207740474003472
2305843009213693952 18383729001276383264
4611686018427387904 18392771522881142848
9223372036854775808 18410856566090662016
