1 9313761861428380671
2 180779649147209727
4 289501704256556799
8 578721933553179903
16 1157442771889699071
32 2314886638996058367
64 4630054752952049919
128 9332167099941961983
256 4693051017133293315
512 9386102034266586887
1024 325459994840334094
2048 578862399937642268
4096 1157444424410136376
8192 2315169224285290352
16384 4702396038313476064
32768 9404792076610109376
65536 2382695595002233605
131072 4765391190004533002
262144 9530782384287321621
524288 614821794360007722
1048576 1157867469642086484
2097152 2387511058328678568
4194304 4775021017129017424
8388608 9550042029946290336
16777216 1227517888156599561
33554432 2455035776330041874
67108864 4910072647893521700
134217728 9820426766485563977
268435456 1266167049021314194
536870912 2460276499726510116
1073741824 4920271520198053960
2147483648 9840541936589512848
4294967296 649930115027110161
8589934592 1299860234365964834
17179869184 2600000848492045380
34359738368 5272058195805358472
68719476736 10544115296394056209
137438953472 2641485423861834786
274877906944 5210912158452303940
549755813888 10421541742416269448
1099511627776 361412783554236705
2199023255552 722826670915068482
4398046511104 1517430560419759236
8796093022208 3034580745374500872
17592186044416 6068881115283853584
35184372088832 12137481855085847073
70368744177664 5827939256702092354
140737488355328 11583539444389546116
281474976710656 287952221336838465
562949953421312 576187017162015362
1125899906842624 1080597919557780484
2251799813685248 2089419720071055368
4503599627370496 4107063321064181776
9007199254740992 8142350518772179232
18014398509481984 16212923818971513409
36028797018963968 13907045970195547266
72057594037927936 18375536441101992321
144115188075855872 18376667877509071362
288230376151711744 18378650374858081284
576460752303423488 18382614274322728968
1152921504606846976 18390542064695644176
2305843009213693952 18406396550208102432
4611686018427387904 18437825145767870784
9223372036854775808 18428906217826189953
