58 565157600297472
59 565157600296960
59 1127008041959424
59 1130300100837376
59 299342040662016
59 143006304829440
59 71485708304384
58 17871427092480
59 4415293752320
59 2207646876160
59 4402375163904
59 4415234768896
59 1169304846336
59 558618378240
59 279241048064
59 139620524032
59 1125934401325056
59 562967200662528
57 281483600331264
57 140771881664512
57 140754678710272
57 35188675985408
59 70370925748224
59 35185462874112
59 571746315931648
59 285873157965824
57 35734195078144
55 70643689259520
55 145135543263232
57 70643655708672
59 141287261212672
59 70643630606336
59 285941744803840
59 142970872401920
57 17884244346880
55 2201171263616
55 70644696088832
57 141291539267840
59 282578783438848
59 141289391719424
59 142971408236544
59 71485704118272
57 8935813681152
57 137724168192
57 8800392184832
57 282578800083456
59 565157600166912
59 282578800083456
59 71485708304384
59 35742854152192
59 139654594560
59 545783808
59 68753162240
59 4415360729088
59 1130315200593920
59 565157600296960
58 17871427092480
59 139620524032
59 545525760
59 2131968
59 268567040
59 17247502848
59 4415293752320
58 565157600297472
