52 36028866279506048
53 18014467231055936
53 36037661833560192
53 36033229426262144
53 36031013222613120
53 36029905120788608
53 36029346791555584
52 36028935540048128
53 140738029420672
54 70369281069056
54 140806209929344
54 140771849142400
54 140754668748928
54 140746078552192
54 140741783453824
53 140738570486016
53 35734132097152
54 70643624185856
54 141287512612864
54 141287378391040
54 141287311280128
54 141287277724672
54 1103806726148
53 2199027482884
53 35736275402752
54 35185445851136
54 17594335625344
54 8798241554560
54 4400194519168
54 2201171001472
54 1101667500544
53 140739635855616
53 35459258384512
54 35185450029056
54 17594341924864
54 8798248898560
54 4400202385408
54 2201179128832
54 2199040098308
53 140738570486016
53 35459258417152
54 35185445863552
54 17592722948224
54 8796361490560
54 4398180761728
54 2199090397312
54 1099545215104
53 277042298884
53 35459258384512
54 35185445863552
54 17592722948224
54 8796361490560
54 4398180761728
54 2199090397312
54 140741783453824
53 140738578874496
53 72054149422608714
54 36025352403644746
54 18014183758528662
53 4432674693377
53 281483634278417
53 281483633756161
53 281477157749761
53 562927068959138
